order_id,order_date,day_of_week,product_category,occasion_tag,quantity_sold,revenue,order_channel,delivery_flag
ORD-02362,2023-10-25,Wednesday,hydrangeas,graduation,3,62.06,online,False
ORD-02363,2023-10-25,Wednesday,roses,walk-in,1,16.52,in-store,False
ORD-02364,2023-10-25,Wednesday,lilies,hospital,2,45.35,online,True
ORD-02365,2023-10-26,Thursday,peonies,birthday,1,27.07,in-store,False
ORD-02366,2023-10-26,Thursday,roses,walk-in,3,41.18,in-store,False
ORD-02367,2023-10-27,Friday,peonies,hospital,3,71.02,online,True
ORD-02368,2023-10-27,Friday,orchids,sympathy,4,166.92,in-store,False
ORD-02369,2023-10-27,Friday,tulips,birthday,5,83.22,in-store,False
ORD-02370,2023-10-28,Saturday,ferns,walk-in,2,29.84,in-store,False
ORD-02371,2023-10-28,Saturday,hydrangeas,corporate,12,258.64,in-store,False
ORD-02372,2023-10-28,Saturday,ferns,walk-in,5,49.08,in-store,False
ORD-02373,2023-10-28,Saturday,hydrangeas,birthday,6,158.28,online,True
ORD-02374,2023-10-28,Saturday,hydrangeas,walk-in,4,109.73,in-store,False
ORD-02375,2023-10-29,Sunday,lilies,sympathy,4,90.26,in-store,True
ORD-02376,2023-10-29,Sunday,ferns,walk-in,3,35.96,in-store,False
ORD-02377,2023-10-29,Sunday,peonies,wedding,12,229.67,in-store,False
ORD-02378,2023-10-29,Sunday,peonies,walk-in,5,111.87,in-store,False
ORD-02379,2023-10-29,Sunday,gardenias,walk-in,3,64.52,in-store,False
ORD-02380,2023-10-29,Sunday,tulips,walk-in,6,102.46,online,True
ORD-02381,2023-10-29,Sunday,roses,walk-in,5,59.97,in-store,False
ORD-02382,2023-10-29,Sunday,sunflowers,walk-in,5,46.03,in-store,False
ORD-02383,2023-10-29,Sunday,roses,anniversary,4,54.23,in-store,False
ORD-02384,2023-10-29,Sunday,ferns,birthday,6,79.3,in-store,True
ORD-02385,2023-10-30,Monday,lilies,birthday,4,86.65,online,False
ORD-02386,2023-10-30,Monday,gardenias,sympathy,5,79.05,in-store,True
ORD-02387,2023-10-30,Monday,ferns,walk-in,4,40.79,in-store,True
ORD-02388,2023-10-30,Monday,lilies,sympathy,1,16.34,in-store,True
ORD-02389,2023-10-30,Monday,roses,graduation,4,58.45,in-store,False
ORD-02390,2023-10-31,Tuesday,roses,sympathy,2,27.59,online,True
ORD-02391,2023-10-31,Tuesday,hydrangeas,sympathy,5,120.97,in-store,False
ORD-02392,2023-10-31,Tuesday,tulips,hospital,4,75.2,in-store,True
ORD-02393,2023-10-31,Tuesday,gardenias,birthday,5,79.19,online,True
ORD-02394,2023-11-01,Wednesday,roses,walk-in,3,41.0,in-store,True
ORD-02395,2023-11-01,Wednesday,hydrangeas,birthday,6,187.22,in-store,False
ORD-02396,2023-11-01,Wednesday,hydrangeas,anniversary,5,118.25,in-store,False
ORD-02397,2023-11-01,Wednesday,lilies,sympathy,3,53.15,online,False
ORD-02398,2023-11-01,Wednesday,tulips,wedding,10,167.09,online,True
ORD-02399,2023-11-01,Wednesday,orchids,wedding,10,461.15,online,True
ORD-02400,2023-11-01,Wednesday,peonies,birthday,3,56.7,in-store,False
ORD-02401,2023-11-01,Wednesday,tulips,birthday,3,37.2,online,True
ORD-02402,2023-11-01,Wednesday,roses,sympathy,5,53.13,online,True
ORD-02403,2023-11-01,Wednesday,lilies,corporate,15,231.0,online,True
ORD-02404,2023-11-02,Thursday,roses,wedding,20,195.27,online,False
ORD-02405,2023-11-02,Thursday,orchids,corporate,12,362.19,in-store,False
ORD-02406,2023-11-02,Thursday,gardenias,walk-in,6,107.74,in-store,True
ORD-02407,2023-11-02,Thursday,roses,walk-in,3,37.73,in-store,False
ORD-02408,2023-11-02,Thursday,roses,walk-in,3,48.35,in-store,True
ORD-02409,2023-11-02,Thursday,orchids,walk-in,2,104.02,in-store,False
ORD-02410,2023-11-02,Thursday,lilies,walk-in,4,62.21,online,True
ORD-02411,2023-11-02,Thursday,orchids,hospital,5,198.34,online,True
ORD-02412,2023-11-02,Thursday,roses,sympathy,1,11.95,in-store,True
ORD-02413,2023-11-02,Thursday,ferns,birthday,4,62.39,in-store,False
ORD-02414,2023-11-03,Friday,lilies,sympathy,3,75.83,in-store,False
ORD-02415,2023-11-03,Friday,ferns,corporate,5,60.5,in-store,False
ORD-02416,2023-11-03,Friday,peonies,Mother's Day,18,529.12,in-store,False
ORD-02417,2023-11-03,Friday,tulips,walk-in,4,50.09,in-store,True
ORD-02418,2023-11-03,Friday,tulips,graduation,4,62.14,in-store,False
ORD-02419,2023-11-03,Friday,roses,anniversary,3,42.71,in-store,False
ORD-02420,2023-11-03,Friday,peonies,walk-in,2,51.75,online,True
ORD-02421,2023-11-04,Saturday,lilies,sympathy,4,92.47,in-store,True
ORD-02422,2023-11-04,Saturday,tulips,birthday,5,62.48,in-store,False
ORD-02423,2023-11-04,Saturday,roses,anniversary,2,23.36,online,True
ORD-02424,2023-11-04,Saturday,peonies,walk-in,2,34.89,online,True
ORD-02425,2023-11-04,Saturday,sunflowers,walk-in,3,41.51,in-store,True
ORD-02426,2023-11-04,Saturday,ferns,walk-in,3,37.12,in-store,False
ORD-02427,2023-11-04,Saturday,tulips,sympathy,3,37.57,online,True
ORD-02428,2023-11-04,Saturday,hydrangeas,birthday,2,59.83,online,False
ORD-02429,2023-11-04,Saturday,hydrangeas,wedding,12,387.85,in-store,False
ORD-02430,2023-11-04,Saturday,gardenias,anniversary,1,19.1,in-store,True
ORD-02431,2023-11-04,Saturday,ferns,walk-in,2,27.34,in-store,False
ORD-02432,2023-11-05,Sunday,tulips,walk-in,3,37.13,in-store,True
ORD-02433,2023-11-05,Sunday,lilies,sympathy,3,48.63,in-store,False
ORD-02434,2023-11-05,Sunday,lilies,sympathy,3,65.29,online,True
ORD-02435,2023-11-06,Monday,tulips,walk-in,6,100.71,online,True
ORD-02436,2023-11-06,Monday,hydrangeas,corporate,8,237.99,online,True
ORD-02437,2023-11-06,Monday,lilies,sympathy,4,77.69,online,True
ORD-02438,2023-11-06,Monday,orchids,corporate,10,281.12,in-store,False
ORD-02439,2023-11-06,Monday,peonies,walk-in,5,113.37,in-store,False
ORD-02440,2023-11-06,Monday,hydrangeas,wedding,10,328.72,online,False
ORD-02441,2023-11-07,Tuesday,roses,walk-in,1,12.21,in-store,True
ORD-02442,2023-11-07,Tuesday,lilies,walk-in,4,83.19,in-store,False
ORD-02443,2023-11-07,Tuesday,orchids,corporate,6,212.76,online,True
ORD-02444,2023-11-07,Tuesday,sunflowers,walk-in,3,31.48,online,True
ORD-02445,2023-11-07,Tuesday,lilies,sympathy,1,17.44,in-store,True
ORD-02446,2023-11-07,Tuesday,roses,walk-in,6,80.3,in-store,False
ORD-02447,2023-11-07,Tuesday,gardenias,birthday,2,39.87,online,True
ORD-02448,2023-11-07,Tuesday,roses,hospital,1,10.92,in-store,True
ORD-02449,2023-11-07,Tuesday,ferns,corporate,8,102.56,in-store,False
ORD-02450,2023-11-07,Tuesday,ferns,birthday,1,10.89,in-store,True
ORD-02451,2023-11-08,Wednesday,lilies,walk-in,3,71.78,in-store,False
ORD-02452,2023-11-08,Wednesday,lilies,birthday,5,90.65,in-store,True
ORD-02453,2023-11-08,Wednesday,hydrangeas,hospital,5,156.55,in-store,False
ORD-02454,2023-11-08,Wednesday,lilies,walk-in,5,81.38,in-store,False
ORD-02455,2023-11-08,Wednesday,lilies,birthday,3,72.85,online,True
ORD-02456,2023-11-08,Wednesday,ferns,hospital,3,42.03,in-store,False
ORD-02457,2023-11-08,Wednesday,tulips,birthday,3,43.33,in-store,False
ORD-02458,2023-11-08,Wednesday,tulips,birthday,6,98.68,in-store,False
ORD-02459,2023-11-09,Thursday,roses,birthday,4,48.59,in-store,True
ORD-02460,2023-11-09,Thursday,ferns,walk-in,2,18.72,in-store,False
ORD-02461,2023-11-09,Thursday,gardenias,walk-in,3,59.98,in-store,True
ORD-02462,2023-11-09,Thursday,gardenias,corporate,10,217.86,online,False
ORD-02463,2023-11-09,Thursday,hydrangeas,graduation,4,116.37,in-store,False
ORD-02464,2023-11-09,Thursday,roses,anniversary,4,53.73,in-store,False
ORD-02465,2023-11-09,Thursday,roses,walk-in,6,104.19,online,True
ORD-02466,2023-11-10,Friday,roses,birthday,3,32.42,in-store,False
ORD-02467,2023-11-10,Friday,hydrangeas,hospital,1,32.45,in-store,False
ORD-02468,2023-11-10,Friday,orchids,birthday,3,123.4,online,True
ORD-02469,2023-11-10,Friday,tulips,walk-in,3,50.24,in-store,False
ORD-02470,2023-11-10,Friday,ferns,hospital,4,56.89,in-store,False
ORD-02471,2023-11-11,Saturday,gardenias,birthday,3,65.57,in-store,False
ORD-02472,2023-11-11,Saturday,hydrangeas,walk-in,2,44.15,in-store,False
ORD-02473,2023-11-11,Saturday,hydrangeas,wedding,15,509.8,online,True
ORD-02474,2023-11-11,Saturday,sunflowers,birthday,4,51.96,online,True
ORD-02475,2023-11-11,Saturday,roses,anniversary,5,56.66,online,True
ORD-02476,2023-11-11,Saturday,orchids,birthday,6,206.98,online,True
ORD-02477,2023-11-11,Saturday,gardenias,Mother's Day,18,319.11,online,False
ORD-02478,2023-11-11,Saturday,hydrangeas,anniversary,3,78.56,in-store,False
ORD-02479,2023-11-11,Saturday,sunflowers,walk-in,2,32.68,in-store,False
ORD-02480,2023-11-12,Sunday,orchids,corporate,15,755.08,online,True
ORD-02481,2023-11-12,Sunday,lilies,birthday,1,22.43,in-store,False
ORD-02482,2023-11-12,Sunday,roses,graduation,5,68.11,online,True
ORD-02483,2023-11-12,Sunday,orchids,anniversary,4,123.81,online,True
ORD-02484,2023-11-12,Sunday,ferns,corporate,3,37.18,in-store,False
ORD-02485,2023-11-12,Sunday,peonies,walk-in,3,69.89,in-store,True
ORD-02486,2023-11-12,Sunday,roses,birthday,6,75.67,online,True
ORD-02487,2023-11-13,Monday,gardenias,anniversary,6,94.44,in-store,False
ORD-02488,2023-11-13,Monday,orchids,corporate,3,106.18,online,True
ORD-02489,2023-11-13,Monday,hydrangeas,walk-in,4,116.24,in-store,False
ORD-02490,2023-11-13,Monday,hydrangeas,graduation,2,65.64,in-store,False
ORD-02491,2023-11-14,Tuesday,ferns,walk-in,6,52.94,in-store,False
ORD-02492,2023-11-14,Tuesday,sunflowers,walk-in,2,29.24,in-store,False
ORD-02493,2023-11-14,Tuesday,sunflowers,anniversary,3,46.93,in-store,False
ORD-02494,2023-11-15,Wednesday,orchids,corporate,6,205.89,in-store,False
ORD-02495,2023-11-15,Wednesday,orchids,corporate,10,379.56,online,True
ORD-02496,2023-11-15,Wednesday,gardenias,corporate,12,229.66,online,True
ORD-02497,2023-11-15,Wednesday,sunflowers,sympathy,3,28.79,online,True
ORD-02498,2023-11-15,Wednesday,lilies,walk-in,5,84.95,in-store,False
ORD-02499,2023-11-15,Wednesday,roses,birthday,3,30.19,online,False
ORD-02500,2023-11-16,Thursday,roses,Valentine's Day,24,346.6,in-store,True
ORD-02501,2023-11-16,Thursday,orchids,anniversary,5,201.48,in-store,False
ORD-02502,2023-11-16,Thursday,peonies,hospital,3,70.97,in-store,False
ORD-02503,2023-11-16,Thursday,orchids,walk-in,2,106.33,in-store,False
ORD-02504,2023-11-16,Thursday,hydrangeas,hospital,6,167.74,online,True
ORD-02505,2023-11-16,Thursday,lilies,corporate,10,214.09,in-store,False
ORD-02506,2023-11-16,Thursday,gardenias,birthday,4,82.69,online,False
ORD-02507,2023-11-16,Thursday,ferns,walk-in,5,60.14,in-store,False
ORD-02508,2023-11-16,Thursday,lilies,sympathy,4,73.41,in-store,False
ORD-02509,2023-11-17,Friday,gardenias,walk-in,6,124.79,in-store,True
ORD-02510,2023-11-17,Friday,orchids,corporate,8,277.3,in-store,False
ORD-02511,2023-11-17,Friday,gardenias,walk-in,3,46.33,in-store,False
ORD-02512,2023-11-17,Friday,hydrangeas,walk-in,4,130.44,in-store,False
ORD-02513,2023-11-17,Friday,sunflowers,birthday,1,14.52,in-store,False
ORD-02514,2023-11-17,Friday,ferns,walk-in,1,13.29,in-store,False
ORD-02515,2023-11-17,Friday,roses,sympathy,2,23.15,in-store,False
ORD-02516,2023-11-17,Friday,roses,birthday,1,14.16,in-store,False
ORD-02517,2023-11-18,Saturday,hydrangeas,walk-in,6,174.7,in-store,False
ORD-02518,2023-11-18,Saturday,peonies,birthday,4,89.41,in-store,False
ORD-02519,2023-11-18,Saturday,peonies,walk-in,3,57.55,in-store,True
ORD-02520,2023-11-18,Saturday,lilies,corporate,3,73.79,in-store,False
ORD-02521,2023-11-18,Saturday,lilies,birthday,3,74.14,online,True
ORD-02522,2023-11-18,Saturday,gardenias,wedding,8,109.61,in-store,False
ORD-02523,2023-11-18,Saturday,ferns,walk-in,4,55.48,in-store,True
ORD-02524,2023-11-18,Saturday,roses,walk-in,1,15.88,in-store,False
ORD-02525,2023-11-18,Saturday,hydrangeas,Mother's Day,12,373.14,online,True
ORD-02526,2023-11-18,Saturday,lilies,birthday,3,57.24,in-store,False
ORD-02527,2023-11-18,Saturday,hydrangeas,sympathy,6,169.89,online,True
ORD-02528,2023-11-18,Saturday,orchids,birthday,1,42.76,in-store,False
ORD-02529,2023-11-18,Saturday,hydrangeas,corporate,3,96.55,online,True
ORD-02530,2023-11-19,Sunday,roses,graduation,2,28.45,in-store,False
ORD-02531,2023-11-19,Sunday,hydrangeas,walk-in,4,116.66,in-store,False
ORD-02532,2023-11-19,Sunday,roses,walk-in,3,32.37,online,False
ORD-02533,2023-11-19,Sunday,sunflowers,corporate,10,135.47,online,True
ORD-02534,2023-11-19,Sunday,hydrangeas,wedding,8,193.14,online,False
ORD-02535,2023-11-19,Sunday,gardenias,wedding,8,117.51,in-store,False
ORD-02536,2023-11-19,Sunday,ferns,birthday,4,50.35,online,False
ORD-02537,2023-11-19,Sunday,peonies,walk-in,2,57.66,in-store,False
ORD-02538,2023-11-19,Sunday,lilies,corporate,10,156.17,online,True
ORD-02539,2023-11-19,Sunday,roses,sympathy,6,98.81,in-store,False
ORD-02540,2023-11-19,Sunday,peonies,sympathy,2,37.73,in-store,False
ORD-02541,2023-11-19,Sunday,lilies,sympathy,4,67.39,in-store,False
ORD-02542,2023-11-19,Sunday,hydrangeas,wedding,6,179.46,online,True
ORD-02543,2023-11-19,Sunday,peonies,sympathy,2,37.14,in-store,False
ORD-02544,2023-11-19,Sunday,ferns,walk-in,2,24.89,in-store,True
ORD-02545,2023-11-19,Sunday,tulips,hospital,2,26.57,in-store,False
ORD-02546,2023-11-20,Monday,peonies,anniversary,4,80.91,online,False
ORD-02547,2023-11-20,Monday,tulips,graduation,3,54.79,online,False
ORD-02548,2023-11-20,Monday,tulips,walk-in,2,26.18,in-store,True
ORD-02549,2023-11-20,Monday,lilies,walk-in,3,66.42,in-store,False
ORD-02550,2023-11-20,Monday,orchids,walk-in,2,88.56,in-store,True
ORD-02551,2023-11-20,Monday,orchids,birthday,1,34.3,online,True
ORD-02552,2023-11-20,Monday,ferns,corporate,8,117.29,online,True
ORD-02553,2023-11-20,Monday,hydrangeas,Valentine's Day,18,565.16,in-store,False
ORD-02554,2023-11-20,Monday,sunflowers,graduation,5,54.41,in-store,False
ORD-02555,2023-11-21,Tuesday,hydrangeas,walk-in,6,160.37,in-store,False
ORD-02556,2023-11-21,Tuesday,gardenias,hospital,6,97.65,online,True
ORD-02557,2023-11-21,Tuesday,roses,birthday,5,75.55,online,True
ORD-02558,2023-11-21,Tuesday,ferns,walk-in,4,35.76,in-store,False
ORD-02559,2023-11-21,Tuesday,roses,Mother's Day,24,257.8,in-store,False
ORD-02560,2023-11-21,Tuesday,orchids,walk-in,4,152.89,online,True
ORD-02561,2023-11-21,Tuesday,roses,anniversary,3,43.04,in-store,False
ORD-02562,2023-11-21,Tuesday,hydrangeas,walk-in,3,73.66,in-store,False
ORD-02563,2023-11-21,Tuesday,gardenias,sympathy,5,69.61,in-store,False
ORD-02564,2023-11-21,Tuesday,roses,hospital,3,41.67,online,False
ORD-02565,2023-11-21,Tuesday,ferns,hospital,1,10.43,in-store,False
ORD-02566,2023-11-21,Tuesday,ferns,walk-in,1,14.31,online,True
ORD-02567,2023-11-22,Wednesday,peonies,anniversary,5,103.04,online,True
ORD-02568,2023-11-22,Wednesday,hydrangeas,walk-in,2,60.94,online,False
ORD-02569,2023-11-22,Wednesday,tulips,walk-in,3,49.5,in-store,False
ORD-02570,2023-11-23,Thursday,roses,corporate,15,144.97,online,False
ORD-02571,2023-11-23,Thursday,orchids,sympathy,3,129.57,in-store,False
ORD-02572,2023-11-23,Thursday,ferns,hospital,3,36.81,online,True
ORD-02573,2023-11-23,Thursday,roses,walk-in,1,10.34,online,True
ORD-02574,2023-11-23,Thursday,tulips,corporate,10,176.58,online,False
ORD-02575,2023-11-23,Thursday,sunflowers,graduation,5,75.67,online,True
ORD-02576,2023-11-24,Friday,hydrangeas,wedding,8,228.37,online,True
ORD-02577,2023-11-24,Friday,orchids,sympathy,5,148.14,in-store,False
ORD-02578,2023-11-24,Friday,lilies,graduation,2,38.32,in-store,False
ORD-02579,2023-11-24,Friday,roses,walk-in,2,29.18,in-store,False
ORD-02580,2023-11-24,Friday,ferns,birthday,6,71.2,in-store,True
ORD-02581,2023-11-24,Friday,roses,graduation,3,41.83,in-store,False
ORD-02582,2023-11-24,Friday,hydrangeas,sympathy,3,67.03,in-store,False
ORD-02583,2023-11-24,Friday,roses,corporate,10,123.71,in-store,True
ORD-02584,2023-11-24,Friday,hydrangeas,corporate,10,304.02,in-store,False
ORD-02585,2023-11-24,Friday,tulips,graduation,3,37.67,online,True
ORD-02586,2023-11-25,Saturday,roses,hospital,3,32.23,online,True
ORD-02587,2023-11-25,Saturday,gardenias,walk-in,2,39.02,online,True
ORD-02588,2023-11-25,Saturday,roses,walk-in,6,99.45,in-store,True
ORD-02589,2023-11-25,Saturday,sunflowers,walk-in,4,49.0,in-store,False
ORD-02590,2023-11-25,Saturday,tulips,walk-in,5,84.38,online,True
ORD-02591,2023-11-25,Saturday,tulips,birthday,2,31.06,online,True
ORD-02592,2023-11-25,Saturday,roses,walk-in,4,52.89,in-store,False
ORD-02593,2023-11-25,Saturday,orchids,anniversary,2,85.04,online,True
ORD-02594,2023-11-25,Saturday,sunflowers,anniversary,3,36.49,online,True
ORD-02595,2023-11-25,Saturday,peonies,sympathy,3,76.97,in-store,True
ORD-02596,2023-11-26,Sunday,roses,hospital,3,36.49,in-store,False
ORD-02597,2023-11-26,Sunday,gardenias,walk-in,1,19.05,online,False
ORD-02598,2023-11-26,Sunday,lilies,birthday,3,68.26,online,False
ORD-02599,2023-11-26,Sunday,roses,corporate,15,229.31,online,True
ORD-02600,2023-11-26,Sunday,hydrangeas,walk-in,2,58.64,in-store,True
ORD-02601,2023-11-26,Sunday,roses,walk-in,3,29.8,in-store,False
ORD-02602,2023-11-26,Sunday,roses,hospital,4,67.73,online,False
ORD-02603,2023-11-26,Sunday,roses,anniversary,5,67.53,in-store,False
ORD-02604,2023-11-26,Sunday,roses,graduation,4,39.45,online,True
ORD-02605,2023-11-26,Sunday,lilies,sympathy,5,87.62,online,True
ORD-02606,2023-11-27,Monday,roses,walk-in,6,87.62,in-store,False
ORD-02607,2023-11-27,Monday,roses,anniversary,4,44.77,in-store,False
ORD-02608,2023-11-27,Monday,orchids,walk-in,6,229.7,in-store,False
ORD-02609,2023-11-27,Monday,sunflowers,walk-in,5,51.34,in-store,False
ORD-02610,2023-11-27,Monday,sunflowers,anniversary,6,85.03,online,False
ORD-02611,2023-11-28,Tuesday,peonies,anniversary,5,133.12,in-store,False
ORD-02612,2023-11-28,Tuesday,sunflowers,birthday,3,44.61,online,False
ORD-02613,2023-11-28,Tuesday,sunflowers,hospital,2,24.18,online,False
ORD-02614,2023-11-28,Tuesday,ferns,walk-in,2,26.77,in-store,False
ORD-02615,2023-11-28,Tuesday,lilies,sympathy,3,65.85,in-store,True
ORD-02616,2023-11-28,Tuesday,sunflowers,hospital,1,13.4,online,False
ORD-02617,2023-11-28,Tuesday,ferns,walk-in,3,33.07,in-store,False
ORD-02618,2023-11-28,Tuesday,lilies,birthday,1,23.37,in-store,False
ORD-02619,2023-11-29,Wednesday,sunflowers,walk-in,4,50.63,in-store,False
ORD-02620,2023-11-29,Wednesday,lilies,sympathy,6,124.3,online,True
ORD-02621,2023-11-29,Wednesday,orchids,walk-in,2,95.56,in-store,True
ORD-02622,2023-11-29,Wednesday,tulips,birthday,6,84.4,in-store,False
ORD-02623,2023-11-29,Wednesday,lilies,sympathy,3,54.12,online,False
ORD-02624,2023-11-29,Wednesday,tulips,walk-in,4,65.76,in-store,False
ORD-02625,2023-11-29,Wednesday,roses,walk-in,5,48.3,in-store,False
ORD-02626,2023-11-29,Wednesday,lilies,birthday,6,97.77,online,True
ORD-02627,2023-11-29,Wednesday,hydrangeas,sympathy,4,103.88,in-store,False
ORD-02628,2023-11-29,Wednesday,hydrangeas,corporate,8,182.33,in-store,False
ORD-02629,2023-11-29,Wednesday,roses,anniversary,3,34.9,online,True
ORD-02630,2023-11-30,Thursday,lilies,birthday,5,82.24,online,True
ORD-02631,2023-11-30,Thursday,hydrangeas,walk-in,5,121.66,in-store,False
ORD-02632,2023-11-30,Thursday,roses,walk-in,5,74.25,in-store,False
ORD-02633,2023-11-30,Thursday,hydrangeas,birthday,4,96.59,in-store,False
ORD-02634,2023-11-30,Thursday,peonies,walk-in,5,96.84,in-store,True
ORD-02635,2023-11-30,Thursday,orchids,corporate,8,349.55,online,True
ORD-02636,2023-11-30,Thursday,gardenias,birthday,4,57.59,online,True
ORD-02637,2023-11-30,Thursday,ferns,walk-in,5,65.53,in-store,False
ORD-02638,2023-12-01,Friday,ferns,corporate,8,104.38,online,True
ORD-02639,2023-12-01,Friday,ferns,walk-in,3,30.5,in-store,True
ORD-02640,2023-12-01,Friday,lilies,birthday,5,117.97,online,True
ORD-02641,2023-12-01,Friday,orchids,sympathy,1,32.19,in-store,False
ORD-02642,2023-12-01,Friday,roses,walk-in,5,67.73,in-store,False
ORD-02643,2023-12-01,Friday,peonies,wedding,20,393.77,online,True
ORD-02644,2023-12-02,Saturday,peonies,corporate,10,290.28,online,True
ORD-02645,2023-12-02,Saturday,roses,walk-in,5,57.89,in-store,False
ORD-02646,2023-12-02,Saturday,roses,sympathy,3,36.13,in-store,False
ORD-02647,2023-12-02,Saturday,hydrangeas,birthday,4,113.02,in-store,False
ORD-02648,2023-12-02,Saturday,roses,sympathy,3,40.85,online,True
ORD-02649,2023-12-02,Saturday,roses,birthday,5,53.82,in-store,False
ORD-02650,2023-12-02,Saturday,roses,graduation,4,42.22,online,False
ORD-02651,2023-12-02,Saturday,sunflowers,walk-in,3,45.59,online,True
ORD-02652,2023-12-02,Saturday,hydrangeas,corporate,15,437.36,online,True
ORD-02653,2023-12-03,Sunday,peonies,hospital,3,59.5,in-store,False
ORD-02654,2023-12-03,Sunday,orchids,corporate,10,374.19,online,True
ORD-02655,2023-12-03,Sunday,tulips,birthday,6,81.61,in-store,True
ORD-02656,2023-12-03,Sunday,roses,birthday,5,49.43,in-store,False
ORD-02657,2023-12-03,Sunday,peonies,birthday,5,118.45,in-store,False
ORD-02658,2023-12-03,Sunday,orchids,sympathy,4,136.43,in-store,False
ORD-02659,2023-12-04,Monday,gardenias,birthday,4,59.77,online,True
ORD-02660,2023-12-04,Monday,peonies,birthday,3,56.11,in-store,True
ORD-02661,2023-12-04,Monday,orchids,hospital,2,92.96,online,True
ORD-02662,2023-12-04,Monday,peonies,walk-in,3,64.15,in-store,False
ORD-02663,2023-12-04,Monday,roses,sympathy,1,14.76,in-store,True
ORD-02664,2023-12-04,Monday,peonies,walk-in,3,65.86,online,True
ORD-02665,2023-12-04,Monday,gardenias,sympathy,3,45.0,in-store,False
ORD-02666,2023-12-05,Tuesday,lilies,sympathy,5,104.55,in-store,False
ORD-02667,2023-12-05,Tuesday,gardenias,walk-in,4,55.88,in-store,False
ORD-02668,2023-12-05,Tuesday,hydrangeas,corporate,15,418.41,in-store,False
ORD-02669,2023-12-05,Tuesday,hydrangeas,corporate,12,319.79,online,True
ORD-02670,2023-12-06,Wednesday,hydrangeas,sympathy,3,79.32,online,True
ORD-02671,2023-12-06,Wednesday,hydrangeas,corporate,8,235.38,online,True
ORD-02672,2023-12-06,Wednesday,ferns,walk-in,5,52.93,online,True
ORD-02673,2023-12-06,Wednesday,hydrangeas,corporate,8,237.53,in-store,False
ORD-02674,2023-12-06,Wednesday,orchids,birthday,3,132.0,online,False
ORD-02675,2023-12-07,Thursday,roses,walk-in,3,42.37,in-store,False
ORD-02676,2023-12-07,Thursday,gardenias,anniversary,5,82.61,online,False
ORD-02677,2023-12-07,Thursday,lilies,sympathy,1,18.93,in-store,False
ORD-02678,2023-12-08,Friday,orchids,wedding,12,518.43,online,False
ORD-02679,2023-12-08,Friday,roses,sympathy,3,32.92,online,True
ORD-02680,2023-12-08,Friday,gardenias,sympathy,5,68.32,in-store,False
ORD-02681,2023-12-08,Friday,hydrangeas,sympathy,2,63.27,online,True
ORD-02682,2023-12-08,Friday,orchids,hospital,5,237.76,online,False
ORD-02683,2023-12-09,Saturday,lilies,birthday,3,55.27,online,True
ORD-02684,2023-12-09,Saturday,sunflowers,walk-in,1,14.41,in-store,False
ORD-02685,2023-12-09,Saturday,peonies,hospital,4,106.23,in-store,False
ORD-02686,2023-12-09,Saturday,sunflowers,walk-in,2,23.29,in-store,False
ORD-02687,2023-12-09,Saturday,peonies,sympathy,6,130.12,in-store,True
ORD-02688,2023-12-09,Saturday,orchids,corporate,5,216.36,in-store,False
ORD-02689,2023-12-09,Saturday,orchids,corporate,8,365.44,in-store,False
ORD-02690,2023-12-10,Sunday,tulips,walk-in,4,66.83,in-store,False
ORD-02691,2023-12-10,Sunday,roses,wedding,10,133.2,online,True
ORD-02692,2023-12-10,Sunday,lilies,walk-in,4,84.79,online,False
ORD-02693,2023-12-10,Sunday,tulips,anniversary,3,52.66,in-store,False
ORD-02694,2023-12-10,Sunday,gardenias,anniversary,2,33.55,in-store,False
ORD-02695,2023-12-10,Sunday,hydrangeas,walk-in,3,78.47,in-store,False
ORD-02696,2023-12-10,Sunday,peonies,walk-in,3,80.36,in-store,False
ORD-02697,2023-12-10,Sunday,roses,birthday,6,70.92,in-store,False
ORD-02698,2023-12-10,Sunday,orchids,walk-in,3,84.82,online,True
ORD-02699,2023-12-10,Sunday,gardenias,wedding,6,116.66,in-store,False
ORD-02700,2023-12-10,Sunday,ferns,walk-in,6,51.24,in-store,True
ORD-02701,2023-12-10,Sunday,roses,Valentine's Day,6,73.95,online,True
ORD-02702,2023-12-10,Sunday,lilies,walk-in,4,78.97,in-store,False
ORD-02703,2023-12-10,Sunday,ferns,hospital,4,43.74,in-store,False
ORD-02704,2023-12-10,Sunday,ferns,hospital,5,64.33,in-store,True
ORD-02705,2023-12-11,Monday,gardenias,sympathy,2,37.47,in-store,False
ORD-02706,2023-12-11,Monday,sunflowers,graduation,4,63.16,in-store,False
ORD-02707,2023-12-11,Monday,peonies,walk-in,3,72.92,online,False
ORD-02708,2023-12-11,Monday,ferns,graduation,5,71.01,online,True
ORD-02709,2023-12-11,Monday,roses,hospital,3,33.78,in-store,True
ORD-02710,2023-12-11,Monday,hydrangeas,sympathy,3,96.58,in-store,False
ORD-02711,2023-12-11,Monday,sunflowers,birthday,3,41.29,online,True
ORD-02712,2023-12-12,Tuesday,orchids,corporate,20,721.34,in-store,False
ORD-02713,2023-12-12,Tuesday,roses,walk-in,2,21.64,in-store,False
ORD-02714,2023-12-12,Tuesday,orchids,corporate,15,734.33,in-store,False
ORD-02715,2023-12-12,Tuesday,lilies,sympathy,5,75.32,online,True
